image_id,x_1,y_1,width,height
000083.jpg,50,66,82,118
000084.jpg,36,72,86,106
000085.jpg,52,65,85,113
000086.jpg,32,62,88,121
000087.jpg,40,63,89,126
000088.jpg,60,68,78,106
000089.jpg,49,71,85,107
000090.jpg,43,68,81,111
000091.jpg,50,71,82,105
000092.jpg,39,66,89,115
000093.jpg,53,82,76,92
000094.jpg,42,68,90,115
000095.jpg,45,72,81,105
000096.jpg,42,70,82,107
000097.jpg,49,71,79,105
000098.jpg,56,63,90,118
000099.jpg,45,62,86,125
000100.jpg,38,66,78,114
000101.jpg,44,70,82,110
000102.jpg,58,72,79,106
000103.jpg,46,67,76,110
000104.jpg,45,63,88,123
000105.jpg,45,71,82,104
000106.jpg,41,64,87,121
000107.jpg,47,71,80,112
000108.jpg,43,65,85,117
000109.jpg,53,66,80,114
000110.jpg,41,62,94,120
000111.jpg,50,67,92,117
000112.jpg,44,66,92,119
000113.jpg,44,68,86,112
000114.jpg,49,71,81,108
000115.jpg,49,61,80,119
000116.jpg,45,74,88,109
000117.jpg,53,59,87,124
000118.jpg,35,60,89,122
000119.jpg,40,80,74,95
000121.jpg,48,81,82,100
000122.jpg,45,67,87,113
000123.jpg,55,67,76,107
000124.jpg,42,69,75,103
000125.jpg,48,67,85,114
000126.jpg,51,60,85,123
000127.jpg,49,64,84,117
000128.jpg,40,68,82,112
000129.jpg,47,66,87,118
000130.jpg,44,66,83,116
000131.jpg,54,65,86,123
000132.jpg,49,61,89,122
000133.jpg,44,64,86,121
000134.jpg,62,59,92,125
000135.jpg,41,66,80,114
000136.jpg,50,63,88,119
000137.jpg,29,62,85,123
000138.jpg,47,83,83,102
000139.jpg,53,57,94,128
000140.jpg,46,69,81,111
000141.jpg,49,62,84,118
000142.jpg,49,65,77,110
000143.jpg,49,66,84,114
000144.jpg,54,52,97,132
000145.jpg,40,65,86,125
000146.jpg,21,65,95,122
000147.jpg,49,67,80,111
000148.jpg,29,60,80,127
000150.jpg,46,69,77,108
000151.jpg,48,61,82,129
000152.jpg,42,67,89,119
000153.jpg,46,66,82,120
000154.jpg,45,79,81,98
000155.jpg,48,62,87,122
000156.jpg,53,70,79,113
000157.jpg,46,72,82,104
000158.jpg,54,70,85,114
000159.jpg,63,56,99,123
000160.jpg,54,67,77,106
000161.jpg,51,65,83,119
000162.jpg,55,66,85,119
000163.jpg,52,68,79,111
000164.jpg,53,69,80,110
000165.jpg,43,67,78,111
000166.jpg,39,77,99,107
000167.jpg,22,51,97,131
000168.jpg,37,65,88,121
000169.jpg,43,74,82,104
000170.jpg,45,72,85,104
000171.jpg,42,61,79,119
000172.jpg,47,63,89,118
000173.jpg,45,65,90,118
000174.jpg,49,70,89,117
000175.jpg,54,63,87,122
000176.jpg,44,64,84,120
000177.jpg,23,57,88,127
000178.jpg,47,66,87,119
000179.jpg,52,67,84,113
000180.jpg,48,69,89,112
000181.jpg,55,68,85,120
000182.jpg,44,66,86,116
000183.jpg,46,65,100,125
000184.jpg,64,71,90,113
000185.jpg,56,67,80,107
000186.jpg,57,60,86,124
000187.jpg,51,61,95,124
000188.jpg,56,67,89,120
000189.jpg,48,62,86,113
000190.jpg,51,75,78,101
000191.jpg,46,61,92,127
000192.jpg,45,62,83,123
000193.jpg,38,67,91,112
000194.jpg,52,62,94,124
000195.jpg,35,68,90,113
000196.jpg,46,72,90,113
000197.jpg,50,71,87,109
000198.jpg,43,61,83,118
000200.jpg,49,70,77,105
000201.jpg,50,69,82,106
000202.jpg,32,74,85,107
000203.jpg,45,68,82,113
000204.jpg,51,64,85,121
000205.jpg,42,73,80,105
000206.jpg,63,58,87,127
000207.jpg,50,75,79,102
000208.jpg,47,76,80,105
000209.jpg,45,65,84,117
000210.jpg,49,78,79,95
000211.jpg,52,70,73,105
000212.jpg,51,75,74,100
000213.jpg,45,68,84,114
000214.jpg,46,64,87,125
000215.jpg,47,64,84,116
000216.jpg,51,67,76,110
000217.jpg,50,70,80,107
000218.jpg,33,62,89,117
000219.jpg,54,65,81,113
000220.jpg,37,65,84,117
000221.jpg,48,65,80,115
000222.jpg,50,68,81,109
000223.jpg,43,63,89,125
000224.jpg,45,65,78,111
000225.jpg,49,63,88,119
000226.jpg,41,71,89,113
000227.jpg,27,61,83,124
000228.jpg,46,64,80,120
000229.jpg,48,68,80,112
000230.jpg,40,60,85,128
000231.jpg,47,70,83,103
000232.jpg,59,68,84,119
000233.jpg,53,66,78,111
000234.jpg,57,65,76,116
000235.jpg,53,67,80,110
000236.jpg,49,69,86,108
000237.jpg,47,73,78,108
000238.jpg,38,64,84,112
000239.jpg,45,67,88,120
000240.jpg,63,52,87,131
000241.jpg,36,69,86,115
000242.jpg,45,74,77,102
000243.jpg,63,75,85,109
000244.jpg,43,72,78,107
000245.jpg,62,57,91,136
000246.jpg,67,66,77,113
000247.jpg,48,63,93,126
000248.jpg,48,66,83,115
000249.jpg,44,61,88,124
000250.jpg,54,67,81,113
000251.jpg,32,62,84,119
000252.jpg,40,71,82,111
000253.jpg,30,63,86,119
000254.jpg,42,64,90,124
000255.jpg,48,75,79,100
000256.jpg,35,63,83,119
000257.jpg,55,72,80,106
000258.jpg,51,70,81,106
000259.jpg,38,64,89,117
000260.jpg,42,61,79,121
000261.jpg,32,63,83,116
000262.jpg,49,63,81,123
000263.jpg,46,66,84,112
000264.jpg,43,68,88,113
000265.jpg,33,65,78,112
000266.jpg,50,81,80,93
000267.jpg,49,63,85,119
000268.jpg,45,76,76,101
000269.jpg,52,68,86,117
000270.jpg,47,68,81,117
000271.jpg,42,67,88,111
000272.jpg,54,58,86,127
000273.jpg,53,67,82,117
000274.jpg,32,66,96,128
000275.jpg,57,66,76,110
000276.jpg,48,69,86,118
000277.jpg,45,67,92,119
000278.jpg,48,65,80,116
000279.jpg,54,61,84,114
000280.jpg,51,70,83,112
000281.jpg,62,70,78,108
000282.jpg,50,65,88,120
000283.jpg,26,57,89,132
000284.jpg,44,71,82,109
000285.jpg,51,66,78,112
000286.jpg,48,63,88,120
000287.jpg,47,80,74,99
000288.jpg,52,71,82,106
000289.jpg,54,62,82,120
000290.jpg,54,73,79,104
000291.jpg,51,72,81,105
000292.jpg,51,70,77,106
000293.jpg,59,67,91,111
000294.jpg,62,67,82,116
000295.jpg,57,61,89,123
000296.jpg,54,72,82,113
000297.jpg,47,62,82,117
000298.jpg,44,62,88,126
000299.jpg,49,60,87,125
000300.jpg,46,68,86,112
000301.jpg,47,67,85,121
000302.jpg,43,60,89,121
000303.jpg,54,68,79,111
000304.jpg,44,69,79,104
000305.jpg,50,65,84,117
000306.jpg,49,67,77,113
000307.jpg,46,65,83,118
000308.jpg,34,77,77,106
000309.jpg,64,68,78,113
000310.jpg,50,65,92,114
000311.jpg,44,67,83,113
000312.jpg,52,71,76,103
000313.jpg,35,62,95,123
000314.jpg,64,74,74,105
000315.jpg,48,66,77,111
000316.jpg,27,61,93,129
000317.jpg,51,58,95,134
000318.jpg,49,59,87,123
000319.jpg,38,60,76,124
000320.jpg,57,68,78,108
000321.jpg,52,64,92,118
000322.jpg,48,67,81,117
000323.jpg,52,72,80,104
000324.jpg,43,70,86,113
000325.jpg,45,64,86,121
000326.jpg,54,68,77,104
000327.jpg,43,64,89,120
000328.jpg,36,61,81,121
000329.jpg,56,63,86,122
000330.jpg,52,67,83,116
000331.jpg,49,85,75,91
000332.jpg,42,63,85,115
000333.jpg,46,75,84,104
000334.jpg,51,68,86,117
000335.jpg,47,73,84,106
000336.jpg,42,70,89,115
000337.jpg,48,71,80,106
000338.jpg,49,73,89,103
000339.jpg,42,63,79,114
000340.jpg,41,62,90,128
000341.jpg,54,60,94,129
000342.jpg,43,65,74,115
000343.jpg,44,69,82,114
000344.jpg,48,69,82,110
000345.jpg,48,68,78,112
000346.jpg,42,72,79,107
000347.jpg,42,68,78,108
000348.jpg,46,77,84,101
000349.jpg,49,67,83,115
000350.jpg,51,77,79,103
000351.jpg,54,68,83,112
000352.jpg,46,73,88,110
000353.jpg,47,63,81,122
000354.jpg,49,69,85,119
000355.jpg,48,69,81,110
000356.jpg,47,66,79,111
000357.jpg,43,62,92,124
000358.jpg,38,69,93,118
000359.jpg,45,64,85,121
000360.jpg,47,60,77,115
000361.jpg,49,73,77,104
000362.jpg,49,75,80,102
000363.jpg,60,67,82,113
000364.jpg,47,69,88,116
000365.jpg,48,72,90,109
000366.jpg,54,67,95,119
000367.jpg,56,66,78,112
000368.jpg,43,68,88,115
000369.jpg,43,73,81,106
000370.jpg,40,68,75,115
000371.jpg,63,65,79,115
000372.jpg,58,56,89,133
000373.jpg,34,66,86,117
000374.jpg,49,74,78,98
000375.jpg,60,71,96,127
000376.jpg,55,70,79,104
000377.jpg,47,66,83,114
000378.jpg,34,66,74,123
000379.jpg,34,66,83,115
000380.jpg,38,65,84,118
000381.jpg,52,59,92,126
000382.jpg,43,62,92,125
000383.jpg,53,67,77,107
000384.jpg,47,61,92,126
000385.jpg,31,67,85,125
000386.jpg,48,73,74,107
000387.jpg,46,63,89,121
000388.jpg,45,65,85,119
000389.jpg,42,61,82,117
000390.jpg,43,66,91,113
000391.jpg,50,69,88,113
000392.jpg,47,70,84,111
000393.jpg,53,66,87,119
000394.jpg,42,65,86,123
000395.jpg,33,64,86,118
000396.jpg,52,63,85,120
000397.jpg,42,64,82,114
000398.jpg,51,73,76,98
000399.jpg,48,64,87,114
000400.jpg,43,76,78,100
000401.jpg,51,65,77,112
000402.jpg,51,65,78,113
000403.jpg,51,80,78,99
000404.jpg,51,66,85,117
000405.jpg,57,66,77,109
000406.jpg,39,67,88,118
000407.jpg,61,62,84,126
000408.jpg,44,73,81,105
000409.jpg,59,71,82,108
000410.jpg,53,65,95,119
000411.jpg,49,64,86,131
000412.jpg,53,66,86,111
000413.jpg,32,59,87,132
000414.jpg,48,75,79,106
000415.jpg,47,65,84,117
000416.jpg,51,83,78,95
000417.jpg,22,51,93,154
000418.jpg,50,63,94,124
000419.jpg,51,69,79,100
000420.jpg,44,69,86,114
000421.jpg,38,63,85,121
000422.jpg,50,72,78,108
000423.jpg,51,69,79,107
000424.jpg,43,68,83,114
000425.jpg,44,63,84,121
000426.jpg,53,60,87,123
000427.jpg,50,69,75,106
000428.jpg,44,66,86,117
000429.jpg,48,75,80,106
000430.jpg,48,67,80,111
000431.jpg,50,67,82,112
000432.jpg,49,72,79,105
000433.jpg,51,70,87,113
000434.jpg,44,70,83,103
000435.jpg,44,64,87,124
000436.jpg,47,69,83,110
000437.jpg,56,70,83,122
000438.jpg,53,63,86,118
000439.jpg,53,68,82,109
000440.jpg,42,68,87,117
000441.jpg,40,68,87,115
000442.jpg,48,66,83,111
000443.jpg,42,64,85,118
000444.jpg,41,68,88,113
000445.jpg,46,72,84,111
000446.jpg,43,64,96,124
000447.jpg,35,68,86,114
000448.jpg,45,75,81,105
000449.jpg,45,67,79,111
000450.jpg,44,64,81,119
000451.jpg,48,67,86,108
000452.jpg,40,75,90,112
000453.jpg,61,61,89,139
000454.jpg,18,56,99,139
000455.jpg,43,63,87,121
000456.jpg,39,69,89,111
000457.jpg,51,74,80,107
000458.jpg,43,75,88,111
000459.jpg,37,77,78,100
000460.jpg,63,67,79,116
000461.jpg,43,64,83,118
000462.jpg,45,64,85,120
000463.jpg,58,71,77,105
000464.jpg,45,67,79,113
000465.jpg,41,72,92,108
000466.jpg,50,71,81,107
000467.jpg,45,64,80,118
000468.jpg,59,65,86,111
000469.jpg,55,72,68,104
000470.jpg,50,74,78,104
000471.jpg,55,60,85,125
000472.jpg,46,65,86,115
000473.jpg,47,67,77,112
000474.jpg,40,72,78,114
000475.jpg,45,69,84,115
000476.jpg,44,65,86,117
000477.jpg,49,65,91,117
000478.jpg,50,68,79,110
000479.jpg,49,72,83,107
000480.jpg,51,69,76,106
000481.jpg,51,70,79,105
000482.jpg,54,76,75,100
000483.jpg,57,63,93,126
000484.jpg,45,65,91,121
000485.jpg,39,65,84,120
000486.jpg,54,61,93,127
000487.jpg,43,67,91,116
000488.jpg,48,76,78,97
000489.jpg,49,61,86,125
000490.jpg,34,65,89,119
000491.jpg,40,65,77,113
000492.jpg,51,68,82,109
000493.jpg,47,69,83,110
000494.jpg,48,65,80,115
000495.jpg,45,67,87,119
000496.jpg,48,70,88,114
000497.jpg,48,70,81,117
000498.jpg,38,60,91,119
000499.jpg,57,67,75,115
000500.jpg,54,64,83,120
000501.jpg,41,79,87,106
000502.jpg,49,60,81,117
000503.jpg,52,64,81,112
000504.jpg,45,64,88,120
000505.jpg,37,64,90,112
000506.jpg,50,64,87,120
000507.jpg,44,66,80,112
000508.jpg,46,65,85,119
000509.jpg,48,63,96,125
000510.jpg,46,67,79,114
000511.jpg,44,70,84,116
000512.jpg,64,62,84,120
000513.jpg,44,75,86,106
000514.jpg,50,60,88,122
000515.jpg,46,67,82,113
000516.jpg,48,68,83,110
000517.jpg,36,62,94,124
000518.jpg,34,63,86,123
000519.jpg,49,62,89,123
000520.jpg,55,73,79,107
000521.jpg,57,68,82,117
000522.jpg,37,72,92,111
000523.jpg,48,62,81,124
000524.jpg,52,62,92,118
000525.jpg,51,73,77,100
000526.jpg,32,67,79,117
000527.jpg,48,64,83,110
000528.jpg,48,65,83,116
000529.jpg,18,55,92,138
000530.jpg,51,68,85,109
000531.jpg,41,67,80,117
000532.jpg,48,64,82,115
000533.jpg,37,66,84,115
000534.jpg,52,66,83,117
000535.jpg,64,62,91,122
000536.jpg,44,65,82,113
000537.jpg,46,70,80,112
000538.jpg,35,67,83,116
000539.jpg,46,73,77,106
000540.jpg,49,64,91,122
000541.jpg,47,67,77,110
000542.jpg,39,62,85,120
000543.jpg,39,64,78,119
000544.jpg,52,66,82,111
000545.jpg,46,74,85,108
000546.jpg,58,69,81,104
000547.jpg,50,73,69,99
000548.jpg,52,65,79,111
000549.jpg,55,70,78,105
000550.jpg,47,66,83,114
000551.jpg,49,67,87,117
000552.jpg,49,65,83,116
000553.jpg,47,64,79,116
000554.jpg,49,63,83,118
000555.jpg,43,66,88,121
000556.jpg,51,67,84,119
000557.jpg,29,57,93,124
000558.jpg,41,62,81,116
000559.jpg,39,75,84,102
000560.jpg,50,68,80,112
000561.jpg,41,67,88,122
000562.jpg,39,64,87,116
000563.jpg,33,66,92,117
000564.jpg,50,71,80,105
000565.jpg,45,64,87,121
000566.jpg,49,65,83,117
000567.jpg,49,66,82,118
000568.jpg,44,63,90,120
000569.jpg,51,69,82,111
000570.jpg,54,71,72,100
000571.jpg,46,70,75,108
000572.jpg,45,68,79,115
000573.jpg,22,53,86,130
000574.jpg,40,62,94,120
000575.jpg,46,76,81,102
000576.jpg,37,63,79,119
000577.jpg,38,62,80,121
000578.jpg,52,67,84,108
000579.jpg,51,62,85,119
000580.jpg,41,68,80,106
000581.jpg,36,78,86,100
000582.jpg,34,62,92,124
000583.jpg,42,64,91,123
000584.jpg,36,72,79,112
000585.jpg,46,67,79,112
000586.jpg,36,57,96,131
000587.jpg,50,66,82,115
000588.jpg,47,62,90,125
000589.jpg,47,64,87,120
000590.jpg,50,67,89,118
000591.jpg,50,68,79,107
000592.jpg,41,68,83,114
000593.jpg,56,58,91,128
000594.jpg,48,65,82,114
000595.jpg,45,63,87,118
000596.jpg,46,66,84,119
000597.jpg,50,65,91,122
000598.jpg,61,65,77,114
000599.jpg,39,66,88,120
000600.jpg,47,63,78,110
000601.jpg,42,68,83,109
000602.jpg,40,73,86,109
000603.jpg,38,64,86,117
000604.jpg,48,64,84,119
000605.jpg,45,63,92,121
000606.jpg,35,65,86,117
000607.jpg,39,64,82,113
000608.jpg,54,57,93,133
000609.jpg,48,64,82,115
000610.jpg,50,62,86,122
000611.jpg,57,68,77,112
000612.jpg,41,65,71,119
000613.jpg,50,73,78,104
000614.jpg,35,57,79,119
000615.jpg,50,68,74,106
000616.jpg,47,62,90,126
000617.jpg,41,65,87,122
000618.jpg,47,69,85,114
000619.jpg,48,67,79,111
000620.jpg,49,55,91,130
000621.jpg,52,73,78,108
000622.jpg,49,67,83,112
000623.jpg,17,58,95,129
000624.jpg,41,69,78,104
000625.jpg,50,68,83,114
000626.jpg,61,58,94,127
000628.jpg,41,67,90,113
000629.jpg,37,64,86,118
000630.jpg,48,71,86,109
000631.jpg,45,62,92,121
000632.jpg,47,69,81,112
000633.jpg,42,67,90,119
000634.jpg,38,61,92,128
000635.jpg,62,74,91,106
000636.jpg,45,65,84,123
000637.jpg,50,79,82,101
000638.jpg,49,67,84,115
000639.jpg,32,66,84,118
000640.jpg,53,69,77,107
000641.jpg,47,60,91,124
000642.jpg,46,63,87,119
000643.jpg,38,62,93,127
000644.jpg,38,66,76,109
000645.jpg,48,65,89,117
000646.jpg,151,97,26,38
000647.jpg,51,69,79,111
000648.jpg,40,63,78,122
000649.jpg,58,74,78,103
000650.jpg,47,64,90,123
000651.jpg,42,73,74,103
000652.jpg,54,67,78,111
000653.jpg,45,72,78,102
000654.jpg,58,66,83,121
000655.jpg,58,67,85,113
000656.jpg,48,69,81,108
000657.jpg,51,71,90,110
000658.jpg,44,73,81,103
000659.jpg,43,70,87,113
000660.jpg,40,67,92,120
000661.jpg,43,65,88,119
000662.jpg,52,72,78,104
000663.jpg,33,62,89,125
000664.jpg,45,67,78,110
000665.jpg,47,68,81,113
000666.jpg,35,63,88,117
000667.jpg,43,66,88,113
000668.jpg,50,64,81,117
000669.jpg,37,70,80,107
000670.jpg,47,68,95,115
000671.jpg,46,73,82,106
000672.jpg,39,76,89,103
000673.jpg,48,68,83,108
000674.jpg,48,68,77,111
000675.jpg,41,72,76,104
000676.jpg,49,75,81,105
000677.jpg,44,66,85,112
000678.jpg,49,59,95,125
000679.jpg,47,71,85,108
000680.jpg,49,65,79,112
000681.jpg,40,59,90,133
000682.jpg,45,68,81,109
000683.jpg,58,78,75,100
000684.jpg,61,67,85,117
000685.jpg,55,71,82,107
000686.jpg,44,64,89,121
000687.jpg,40,73,85,105
000688.jpg,51,74,81,111
000689.jpg,39,69,83,115
000690.jpg,45,72,88,111
000691.jpg,39,68,88,122
000692.jpg,49,67,80,114
000693.jpg,52,66,84,114
000694.jpg,34,57,83,130
000695.jpg,49,69,76,109
000696.jpg,44,67,83,114
000697.jpg,55,62,92,132
000698.jpg,48,69,84,115
000699.jpg,43,69,81,107
000700.jpg,41,65,79,114
000701.jpg,48,67,82,113
000702.jpg,31,53,101,135
000703.jpg,48,64,83,116
000704.jpg,41,63,88,119
000705.jpg,49,74,75,101
000706.jpg,59,73,76,106
000707.jpg,53,57,89,131
000708.jpg,57,68,71,105
000709.jpg,57,61,85,123
000710.jpg,53,66,86,118
000711.jpg,41,68,82,111
000712.jpg,47,69,85,111
000713.jpg,42,63,90,122
000714.jpg,30,53,92,130
000715.jpg,50,71,80,103
000716.jpg,50,67,77,113
000717.jpg,52,67,76,109
000718.jpg,51,67,84,119
000719.jpg,47,74,87,111
000720.jpg,48,76,82,105
000721.jpg,49,70,82,108
000722.jpg,51,66,80,115
000723.jpg,42,70,88,109
000724.jpg,54,65,74,108
000725.jpg,61,65,84,119
000726.jpg,41,67,75,113
000727.jpg,51,64,84,121
000728.jpg,36,66,84,116
000729.jpg,36,65,84,120
000730.jpg,42,64,80,116
000731.jpg,41,77,77,99
000732.jpg,55,75,77,101
000733.jpg,45,63,80,116
000734.jpg,50,63,84,112
000735.jpg,44,68,86,115
000736.jpg,50,66,85,115
000737.jpg,45,64,90,117
000738.jpg,50,68,81,111
000739.jpg,38,68,88,118
000740.jpg,46,65,85,123
000741.jpg,50,70,78,108
000742.jpg,48,65,80,114
000743.jpg,45,70,79,111
000744.jpg,47,74,88,111
000745.jpg,46,69,82,111
000746.jpg,59,66,79,108
000747.jpg,58,62,79,113
000748.jpg,54,77,76,98
000749.jpg,53,74,82,103
000750.jpg,57,65,85,114
000751.jpg,61,72,76,103
000752.jpg,58,75,94,113
000753.jpg,56,69,89,109
000754.jpg,50,66,86,116
000755.jpg,48,65,76,114
000756.jpg,49,76,82,102
000757.jpg,36,81,76,100
000758.jpg,52,68,76,107
000759.jpg,43,65,89,121
000760.jpg,51,69,93,114
000761.jpg,48,67,85,115
000762.jpg,52,67,79,112
000763.jpg,46,67,86,120
000764.jpg,52,65,84,119
000765.jpg,46,66,80,112
000766.jpg,43,76,75,103
000767.jpg,44,66,84,113
000768.jpg,49,58,86,121
000769.jpg,55,66,85,119
000770.jpg,42,83,76,98
000771.jpg,60,64,84,124
000772.jpg,59,73,79,103
000773.jpg,53,66,80,112
000774.jpg,51,66,79,110
000775.jpg,50,61,85,123
000776.jpg,51,65,79,120
000777.jpg,63,78,83,107
000778.jpg,43,82,83,99
000779.jpg,23,57,94,137
000780.jpg,50,65,85,114
000781.jpg,47,68,81,112
000782.jpg,37,75,79,111
000783.jpg,52,65,77,111
000784.jpg,42,64,84,122
000785.jpg,64,69,85,116
000786.jpg,45,66,84,115
000787.jpg,49,68,88,119
000788.jpg,35,63,92,122
000789.jpg,44,66,85,114
000790.jpg,47,66,91,121
000791.jpg,51,59,91,130
000792.jpg,40,70,80,109
000793.jpg,62,71,75,107
000794.jpg,49,63,83,116
000795.jpg,53,71,80,108
000796.jpg,47,65,87,117
000797.jpg,47,70,86,109
000798.jpg,45,65,86,121
000799.jpg,58,63,84,121
000800.jpg,47,69,81,113
000801.jpg,49,72,79,106
000802.jpg,22,61,97,133
000803.jpg,36,65,84,116
000804.jpg,50,65,84,121
000805.jpg,67,62,85,119
000806.jpg,50,67,79,108
000807.jpg,51,81,75,95
000808.jpg,48,65,80,114
000809.jpg,50,66,82,114
000810.jpg,30,61,87,126
000811.jpg,54,66,82,114
000812.jpg,51,68,81,104
000813.jpg,46,66,83,117
000814.jpg,45,61,90,121
000815.jpg,64,59,94,134
000816.jpg,41,60,96,128
000817.jpg,31,67,89,115
000818.jpg,60,59,97,137
000819.jpg,50,61,95,127
000820.jpg,65,71,87,113
000821.jpg,50,68,81,110
000822.jpg,51,64,89,117
000823.jpg,37,66,92,117
000824.jpg,57,66,89,118
000825.jpg,44,68,88,116
000826.jpg,54,66,81,113
000827.jpg,48,64,81,115
000828.jpg,38,66,81,114
000829.jpg,55,67,86,115
000830.jpg,45,74,84,106
000831.jpg,40,66,90,122
000832.jpg,52,62,84,115
000833.jpg,70,59,84,123
000834.jpg,63,64,80,117
000835.jpg,50,64,84,114
000836.jpg,48,66,85,114
000837.jpg,55,67,86,117
000838.jpg,53,65,87,118
000839.jpg,47,70,80,111
000840.jpg,35,66,82,115
000841.jpg,42,70,85,103
000842.jpg,29,61,92,121
000843.jpg,65,65,85,117
000844.jpg,51,71,78,111
000845.jpg,40,80,84,103
000846.jpg,49,61,92,122
000847.jpg,45,75,79,99
000848.jpg,60,68,69,112
000849.jpg,45,68,86,116
000850.jpg,43,76,82,97
000851.jpg,49,66,82,117
000852.jpg,52,59,97,134
000853.jpg,52,69,77,109
000854.jpg,53,61,89,125
000855.jpg,51,76,75,97
000856.jpg,48,68,85,110
000857.jpg,44,69,87,116
000858.jpg,49,73,78,105
000859.jpg,46,70,83,112
000860.jpg,46,70,81,109
000861.jpg,43,67,81,112
000862.jpg,55,73,75,98
000863.jpg,41,67,80,113
000864.jpg,32,64,94,123
000865.jpg,47,68,85,116
000866.jpg,46,66,80,110
000867.jpg,48,73,83,108
000868.jpg,57,69,77,108
000869.jpg,51,72,87,116
000870.jpg,37,69,80,111
000871.jpg,51,69,77,107
000872.jpg,42,66,91,117
000873.jpg,50,78,81,104
000874.jpg,45,59,87,127
000875.jpg,47,68,86,118
000876.jpg,47,66,80,114
000877.jpg,43,63,81,120
000878.jpg,38,62,78,122
000879.jpg,46,73,82,106
000880.jpg,44,66,83,117
000881.jpg,64,70,89,106
000882.jpg,46,69,83,108
000883.jpg,42,69,92,117
000884.jpg,47,67,81,113
000885.jpg,48,71,81,108
000886.jpg,50,65,87,117
000887.jpg,54,69,81,112
000888.jpg,33,71,100,105
000889.jpg,61,65,81,114
000890.jpg,38,63,85,116
000891.jpg,46,68,78,110
000892.jpg,48,65,86,118
000893.jpg,41,64,92,116
000894.jpg,44,61,87,123
000895.jpg,47,59,94,128
000896.jpg,50,62,85,118
000897.jpg,44,69,82,107
000898.jpg,48,78,80,102
000899.jpg,46,71,85,109
000900.jpg,51,64,83,122
000902.jpg,46,62,84,114
000903.jpg,56,61,87,120
000904.jpg,55,77,84,105
000905.jpg,49,69,77,110
000906.jpg,67,61,77,130
000907.jpg,48,64,87,118
000908.jpg,49,68,79,112
000909.jpg,52,62,86,114
000910.jpg,46,65,80,116
000911.jpg,37,62,85,118
000912.jpg,62,56,91,129
000913.jpg,46,70,87,110
000914.jpg,37,68,89,112
000915.jpg,43,57,93,129
000916.jpg,55,61,92,125
000917.jpg,30,61,81,124
000918.jpg,46,63,83,115
000919.jpg,43,65,85,118
000920.jpg,57,68,84,113
000921.jpg,52,65,81,113
000922.jpg,57,66,86,113
000923.jpg,45,64,87,114
000924.jpg,44,65,85,118
000925.jpg,52,71,77,104
000926.jpg,56,63,84,121
000927.jpg,49,60,89,124
000928.jpg,48,84,75,94
000929.jpg,48,69,81,109
000930.jpg,49,71,77,108
000931.jpg,61,66,85,118
000932.jpg,49,65,85,113
000933.jpg,49,78,76,102
000934.jpg,31,64,82,128
000935.jpg,44,64,88,118
000936.jpg,47,67,91,116
